,ETagGantryID,LinkID,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,LocationMile,RoadSectionStart,RoadSectionEnd
244,01F1774N,0000100117700B,4,120.63561,24.184591,000010,國道1號,0,N,177K+400,臺中,大雅
245,03A0015N,0000310100100A,4,121.56238,25.01182,000031,國道3甲,0,N,1K+500,萬芳,臺北端
246,01F2156S,0000100021500N,4,120.49765,23.91277,000010,國道1號,0,S,215K+600,員林,北斗
247,01F2156N,0000100121500N,4,120.49765,23.91277,000010,國道1號,0,N,215K+600,北斗,員林
248,05F0055N,0000500100500F,4,121.652084,24.996504,000050,國道5號,0,N,5K+500,坪林交控中心專用道,石碇
249,01F2011N,0000100120100N,4,120.52279,24.04064,000010,國道1號,0,N,201K+100,埔鹽系統,彰化
250,03F1485N,0000300114800K,4,120.68121,24.467308,000030,國道3號,0,N,148K+500,苑裡,通霄
251,03F0648S,0000300006400H,4,121.25084,24.878792,000030,國道3號,0,S,64K+800,大溪,龍潭
252,03F2447N,0000300124430M,4,120.70452,23.787485,000030,國道3號,0,N,244K+700,南雲,竹山
253,03F0648N,0000300106400H,4,121.25084,24.878792,000030,國道3號,0,N,64K+800,龍潭,大溪
254,03F2447S,0000300024400M,4,120.70452,23.787485,000030,國道3號,0,S,244K+700,竹山,南雲
255,01F0293S,0000100002900F,4,121.47296,25.074797,000010,國道1號,0,S,29K+300,三重,五股
256,03F0498S,0000300004900F,4,121.36527,24.943825,000030,國道3號,0,S,49K+800,樹林,三鶯
257,03F0498N,0000300104900F,4,121.36527,24.943825,000030,國道3號,0,N,49K+800,三鶯,樹林
258,01F0467S,0000100004600H,4,121.317764,25.047075,000010,國道1號,0,S,46K+700,林口(文化北路),桃園(49A)
259,03F2079S,0000300020800B,4,120.65236,24.067778,000030,國道3號,0,S,207K+900,烏日,中投
260,01F0099N,0000100100900F,4,121.659424,25.076044,000010,國道1號,0,N,9K+900,汐止&汐止系統,五堵
261,01F3590S,0000100035900E,4,120.32818,22.703363,000010,國道1號,0,S,359K+000,楠梓(鳳楠路),鼎金系統
262,03F3916N,0000300139200T,4,120.49684,22.749792,000030,國道3號,0,N,391K+600,屏東,九如
263,01F3590N,0000100135900E,4,120.32818,22.703363,000010,國道1號,0,N,359K+000,鼎金系統,楠梓(鳳楠路)
264,03F2261S,0000300022600M,4,120.67704,23.9376,000030,國道3號,0,S,226K+100,中興,南投
265,01F0293N,0000100102900F,4,121.47296,25.074797,000010,國道1號,0,N,29K+300,五股,三重
266,03F2152S,0000300021510N,4,120.66322,24.019993,000030,國道3號,0,S,215K+200,霧峰系統,草屯
267,01F0099S,0000101006000F,4,121.65948,25.076263,000010,國道1號,0,S,9K+900,五堵,汐止&汐止系統
268,03F3916S,0000300039200T,4,120.49684,22.749792,000030,國道3號,0,S,391K+600,九如,屏東
269,01F2674S,0000100026700Q,4,120.3777,23.469402,000010,國道1號,0,S,267K+400,嘉義,水上
270,03F3984N,0000300139800T,4,120.54113,22.704641,000030,國道3號,0,N,398K+400,長治,屏東
271,01F0213N,0000100102100A,4,121.55036,25.073053,000010,國道1號,0,N,21K+300,圓山,內湖
272,01F0467N,0000100104600H,4,121.317764,25.047075,000010,國道1號,0,N,46K+700,桃園(49A),林口(文化北路)
273,01F2674N,0000100126700Q,4,120.3777,23.469402,000010,國道1號,0,N,267K+400,水上,嘉義
274,01F1465N,0000100114600K,4,120.775734,24.420513,000010,國道1號,0,N,146K+500,三義,銅鑼
275,03F0746S,0000300007460J,4,121.20034,24.816364,000030,國道3號,0,S,74K+600,高原,關西服務區
276,05F0287S,0000500002820G,4,121.789185,24.842714,000050,國道5號,0,S,28K+700,坪林交控中心專用道,頭城
277,03F1051N,0000300110500O,4,120.94568,24.753094,000030,國道3號,0,N,105K+100,香山,茄苳
278,01F0956N,0000100109550O,4,121.00372,24.783943,000010,國道1號,0,N,95K+600,新竹(科學園區),新竹(新竹、竹東)
279,01H0610S,00001B0006020H,4,121.20987,24.96525,00001B,國道1號五股楊梅高架道路,0,S,61K+000,中壢,校前路
280,03F0746N,0000300107460J,4,121.20034,24.816364,000030,國道3號,0,N,74K+600,關西服務區,高原
281,03F1051S,0000300010500O,4,120.94568,24.753094,000030,國道3號,0,S,105K+100,茄苳,香山
282,03F2923N,0000300129220Q,4,120.49458,23.492079,000030,國道3號,0,N,292K+300,中埔,竹崎(縣道159線)
283,03F0136S,0000300001360F,4,121.63128,25.052742,000030,國道3號,0,S,13K+600,新台五路,南港
284,03F1739N,0000300117400B,4,120.590805,24.269464,000030,國道3號,0,N,173K+900,沙鹿,清水服務區
285,01F1465S,0000100014600K,4,120.775734,24.420513,000010,國道1號,0,S,146K+500,銅鑼,三義
286,03F2078N,0000300120800B,4,120.651436,24.067959,000030,國道3號,0,N,207K+800,中投,烏日
287,03F2923S,0000300029210Q,4,120.49458,23.492079,000030,國道3號,0,S,292K+300,竹崎(縣道159線),中埔
288,03F2066N,0000300120600B,4,120.63971,24.070333,000030,國道3號,0,N,206K+600,烏日,快官
289,03F4232S,0000300042300T,4,120.52577,22.501368,000030,國道3號,0,S,423K+200,崁頂,南州
290,01F3286N,0000100132900D,4,120.249825,22.960903,000010,國道1號,0,N,328K+600,仁德系統,仁德
291,01F0248S,0000100002490A,4,121.5166,25.077631,000010,國道1號,0,S,24K+800,圓山,臺北
292,03F2260N,0000300122600M,4,120.67685,23.937927,000030,國道3號,0,N,226K+000,南投,中興
293,01F3286S,0000100032900D,4,120.249825,22.960903,000010,國道1號,0,S,328K+600,仁德,仁德系統
294,03F2066S,0000300020600B,4,120.63971,24.070333,000030,國道3號,0,S,206K+600,快官,烏日
295,03F4232N,0000300142300T,4,120.52577,22.501368,000030,國道3號,0,N,423K+200,南州,崁頂
296,03F1128N,0000300111200K,4,120.88964,24.711384,000030,國道3號,0,N,112K+800,西濱,香山
297,03F1128S,0000300011200K,4,120.88964,24.711384,000030,國道3號,0,S,112K+800,香山,西濱
298,01F2089S,0000100020900N,4,120.50612,23.971794,000010,國道1號,0,S,208K+900,埔鹽系統,員林
299,05F0287N,0000500102820G,4,121.789185,24.842714,000050,國道5號,0,N,28K+700,頭城,坪林交控中心專用道
300,01F2089N,0000100120900N,4,120.50612,23.971794,000010,國道1號,0,N,208K+900,員林,埔鹽系統
301,03F1944S,0000300019400N,4,120.53669,24.11901,000030,國道3號,0,S,194K+400,和美,彰化系統
302,05F0494S,0000500004900G,4,121.79991,24.66258,000050,國道5號,0,S,49K+400,羅東,蘇澳
303,01F0979N,0000100109740J,4,120.99989,24.764414,000010,國道1號,0,N,97K+900,新竹系統,新竹(科學園區)
304,03F0961S,0000300009600J,4,121.030426,24.758442,000030,國道3號,0,S,96K+100,竹林,寶山
305,03F0525N,0000300105200F,4,121.3419,24.936026,000030,國道3號,0,N,52K+500,鶯歌系統,三鶯
306,03F2336N,0000300123300M,4,120.70918,23.88203,000030,國道3號,0,N,233K+600,名間,南投服務區
307,01F1292N,0000100112900K,4,120.83893,24.550442,000010,國道1號,0,N,129K+200,苗栗,頭屋
308,01F2827N,0000100128300D,4,120.32219,23.34747,000010,國道1號,0,N,282K+700,新營服務區,嘉義系統
309,01F3398N,0000100134000E,4,120.28499,22.867418,000010,國道1號,0,N,339K+800,高科,路竹
310,01F0061S,0000100000600C,4,121.69364,25.088272,000010,國道1號,0,S,6K+100,大華系統,五堵
311,01F0182S,0000100001800A,4,121.58023,25.068987,000010,國道1號,0,S,18K+200,內湖,圓山
312,01F3398S,0000100034000E,4,120.28499,22.867418,000010,國道1號,0,S,339K+800,路竹,高科
313,03F2336S,0000300023300M,4,120.70918,23.88203,000030,國道3號,0,S,233K+600,南投服務區,名間
314,03F0525S,0000300005200F,4,121.3419,24.936026,000030,國道3號,0,S,52K+500,三鶯,鶯歌系統
315,03F0961N,0000300109600J,4,121.030426,24.758442,000030,國道3號,0,N,96K+100,寶山,竹林
316,01F0029S,0000100000260C,4,121.71786,25.102837,000010,國道1號,0,S,2K+900,八堵,大華系統
317,03F1941N,0000300119400N,4,120.534546,24.120947,000030,國道3號,0,N,194K+100,彰化系統,和美
318,01F0005N,0000100100050C,4,121.731636,25.11831,000010,國道1號,0,N,0K+500,基隆,基隆端
319,01F1292S,0000100012900K,4,120.83893,24.550442,000010,國道1號,0,S,129K+200,頭屋,苗栗
320,01F0017N,0000100100160C,4,121.72591,25.109568,000010,國道1號,0,N,1K+700,八堵,基隆
321,01F0029N,0000100100270C,4,121.71786,25.102837,000010,國道1號,0,N,2K+900,大華系統,八堵
322,01F0061N,0000100100600C,4,121.69364,25.088272,000010,國道1號,0,N,6K+100,五堵,大華系統
323,05F0438N,0000500104400G,4,121.789474,24.711027,000050,國道5號,0,N,43K+800,羅東,宜蘭(壯圍)
324,01F0005S,0000100000040C,4,121.731766,25.118786,000010,國道1號,0,S,0K+500,基隆端,基隆
325,01F0017S,0000100000130C,4,121.72591,25.109568,000010,國道1號,0,S,1K+700,基隆,八堵
326,03F3981S,0000300039800T,4,120.53934,22.7058,000030,國道3號,0,S,398K+100,屏東,長治
327,01F2394S,0000100023900P,4,120.474915,23.702602,000010,國道1號,0,S,239K+400,虎尾,斗南
328,01F3559N,0000100135600E,4,120.33429,22.730904,000010,國道1號,0,N,355K+900,楠梓(鳳楠路),楠梓(旗楠路)
329,01H0305S,00001A0003000F,4,121.46066,25.075554,00001A,國道1號汐止五股高架道路,0,S,30K+500,環北,五股(高架)
330,03F0158S,0000300001550A,4,121.62138,25.036533,000030,國道3號,0,S,15K+800,南港,南港系統
331,03F2129S,0000300021300B,4,120.67593,24.037418,000030,國道3號,0,S,212K+900,霧峰,霧峰系統
332,01F3252N,0000100132500D,4,120.24818,22.991814,000010,國道1號,0,N,325K+200,仁德,大灣
333,01F3252S,0000100032500D,4,120.24818,22.991814,000010,國道1號,0,S,325K+200,大灣,仁德
334,01F2827S,0000100028300D,4,120.32219,23.34747,000010,國道1號,0,S,282K+700,嘉義系統,新營服務區
335,01F2394N,0000100123900P,4,120.474915,23.702602,000010,國道1號,0,N,239K+400,斗南,虎尾
336,03F1332N,0000300113300K,4,120.76442,24.579641,000030,國道3號,0,N,133K+200,西湖服務區,後龍
337,05F0439S,0000500004400G,4,121.78946,24.710684,000050,國道5號,0,S,43K+900,宜蘭(壯圍),羅東
338,03F1332S,0000300013300K,4,120.76442,24.579641,000030,國道3號,0,S,133K+200,後龍,西湖服務區
