VDID,SubAuthorityCode,BiDirectional,PositionLon,PositionLat,RoadName,LocationMile,LinkID,Bearing,RoadDirection,LaneNum,ActualLaneNum
VD-N2-W-0.700-N-LOOP,NFB-NR,0,121.21351,25.06079,國道2號,0K+700,0000201101020H,N,W,2,2
VD-N3A-W-5.500-M-RS,NFB-NR,0,121.5992221,25.00205505,國道3甲,5K+500,0000310100550A,W,N,2,2
VD-N4-E-6.722-M-RS,NFB-CR,0,120.651583,24.290006,國道4號,6K+722,0000400000700B,SE,E,3,3
VD-N1-T-168-A-E-1-入口,NFB-CR,0,120.69218,24.25097,國道1號,168K+000,0000101038000B,E,S,2,2
VD-N1-S-2-I-ES-1-水源路-八堵,NFB-NR,0,121.7282,25.104671,國道1號,2K+000,0000101103000C,E,N,1,1
VD-N1-N-261.840-M-RS,NFB-SR,0,120.4039,23.515682,國道1號,261K+840,0000100126100Q,N,N,3,3
VD-N1-N-27-O-SE-1-三重,NFB-NR,0,121.49373,25.075056,國道1號,27K+000,0000101113000F,E,N,1,1
VD-N3-S-98-O-NW-1-寶山,NFB-NR,0,121.006325,24.757566,國道3號,98K+000,0000301022020J,W,S,1,1
VD-N3-S-207.992-M-LOOP,NFB-CR,0,120.651085,24.06766,國道3號,207K+992,0000300020800B,E,S,4,4
VD-N5-S-15.139-M-LOOP,NFB-PL,0,121.71392,24.938898,國道5號,15K+139,0000500001500F,SE,S,2,2
VD-N3-N-323-I-WN-22-Loop,NFB-SR,0,120.37973,23.27095,國道3號,323K+000,0000301158050D,N,N,1,1
VD-N1-S-41-I-WS-1B-林口-文化北路,NFB-NR,0,121.35497,25.065826,國道1號,41K+000,0000101017080H,W,S,2,2
VD-N2-E-18.640-N-LOOP,NFB-NR,0,121.32463,24.960209,國道2號,18K+640,0000200001800H,S,E,3,3
VD-N3-S-110.150-N-LOOP,NFB-NR,0,120.90498,24.731417,國道3號,110K+150,0000300011000K,SW,S,3,3
VD-N1-S-120.300-M-RS,NFB-CR,0,120.86675,24.623672,國道1號,120K+300,0000100012000K,S,S,3,3
VD-N1-S-240-O-NW-1-南下出口-斗南,NFB-CR,0,120.4716306,23.69501818,國道1號,240K+000,0000101051000P,SW,S,2,2
VD-N6-W-3-O-EW-1-西向出口-舊正,NFB-CR,0,120.69953,24.011833,國道6號,3K+000,0000601102000B,NW,W,1,1
VD-N3-N-1.760-M-LOOP,NFB-NR,0,121.70026,25.131842,國道3號,1K+760,0000300100100C,NE,N,3,3
VD-N1-S-66-O-NE-平鎮系統-1ST66E,NFB-NR,0,121.1884,24.935297,國道1號,66K+000,0000101023080H,E,S,1,1
VD-N2-E-4.140-M-LOOP,NFB-NR,0,121.2309,25.03665,國道2號,4K+140,0000200000400H,E,E,4,4
VD-N1-S-57-O-NE-1-內壢,NFB-NR,0,121.24205,24.993586,國道1號,57K+000,0000101020000H,SW,S,2,2
VD-N3-S-125.633-M-RS,NFB-CR,0,120.81393,24.627298,國道3號,125K+633,0000300012520K,S,S,3,3
VD-N8-W-6-I-SW-22-Loop,NFB-SR,0,120.253129,23.076818,國道8號,6K+000,0000801103060D,NW,W,1,1
VD-N3-S-173.834-M-RS,NFB-CR,0,120.59141,24.27091,國道3號,173K+834,0000300017300B,SW,S,3,3
VD-N3-N-304.954-M-Loop,NFB-SR,0,120.435833,23.405555,國道3號,304K+954,0000300130500D,NE,N,3,3
VD-N1-S-34-I-WS-B-高公局,NFB-NR,0,121.422,25.0659,高公局道路匝道,34K+000,6267180500000F,SW,SW,1,1
VD-N3-S-242.321-M-LOOP,NFB-CR,0,120.697525,23.810247,國道3號,242K+321,0000300024200M,S,S,4,4
VD-N1-N-97.560-M-LOOP,NFB-NR,0,121.00177,24.76703,國道1號,97K+560,0000100109740J,NE,N,4,4
VD-T76-E-11.600-N-Loop,NFB-CR,0,120.487943,24.009839,台76線,11K+600,1007600001100N,E,E,2,2
VD-N5-N-38-L-宜蘭-191-1.5-IMAGE,NFB-PL,0,121.77866,24.765781,191,38K+000,4019100100608G,N,N,2,2
VD-N3-N-189.737-M-RS,NFB-CR,0,120.523094,24.156485,國道3號,189K+737,0000300118900B,NE,N,3,3
VD-N3-S-155.277-M-LOOP,NFB-CR,0,120.67289,24.410284,國道3號,155K+277,0000300015500K,S,S,3,3
VD-N1-S-243-I-ES-22-南下入口-雲林,NFB-CR,0,120.4554674,23.66719221,國道1號,243K+000,0000101052110P,SW,S,1,1
VD-N1-N-69-O-SE-1-楊梅,NFB-NR,0,121.16383,24.9068,國道1號,69K+000,0000101125000H,NE,N,1,1
VD-N3-N-7.010-M-LOOP,NFB-NR,0,121.66867,25.09726,國道3號,7K+010,0000300100700C,NE,N,3,3
VD-N1-N-123.880-M-RS,NFB-CR,0,120.8604,24.594528,國道1號,123K+880,0000100112300K,N,N,3,3
VD-N3-N-311-O-SE-1-Loop,NFB-SR,0,120.439389,23.3455,國道3號,311K+000,0000300131200D,N,N,1,1
VD-N1-N-202.800-M-LOOP,NFB-CR,0,120.51827,24.026129,國道1號,202K+800,0000100120200N,N,N,3,3
VD-N5-N-20.412-M-LOOP,NFB-PL,0,121.74885,24.904133,國道5號,20K+412,0000500102000F,NW,N,2,2
VD-T76-W-18.930-N-Loop,NFB-CR,0,120.53638,23.968473,台76線,18K+930,1007600101860N,NW,W,2,2
VD-N1-N-349.220-N-Loop,NFB-SR,0,120.31903,22.793926,國道1號,349K+220,0000100134900E,N,N,3,3
VD-N3-N-176-I-WN-22X-北上入口2-沙鹿,NFB-CR,0,120.5917462,24.24879972,國道3號,176K+000,0000301134030B,S,N,1,1
VD-N1H-S-31.470-M-RS,NFB-NR,0,121.45223,25.07324,國道1號汐止五股高架道路,31K+470,00001A0003100F,W,S,3,3
VD-N1-N-374-I-WN-1-RS,NFB-SR,0,120.3138293,22.5774639,國道1號,374K+000,0000101176070E,E,N,1,1
VD-N3-S-97.770-M-LOOP,NFB-NR,0,121.01607,24.75486,國道3號,97K+770,0000300009710J,W,S,3,3
VD-N3-N-243.641-N-LOOP,NFB-CR,0,120.7010338,23.797945,國道3號,243K+641,0000300124360M,NW,N,3,3
VD-N3-N-293.593-M-Loop,NFB-SR,0,120.498611,23.483611,國道3號,293K+593,0000300129320I,NW,N,3,3
VD-N1K-W-3.397-M-RS,NFB-SR,0,120.3251598,22.56579472,高雄港聯外高架道路,3K+397,6250670700040E,NW,NW,1,1
VD-N5-N-8.011-M-LOOP,NFB-PL,0,121.66782,24.982222,國道5號,8K+011,0000500100800F,NW,N,2,2
VD-N1-S-158.860-N-LOOP,NFB-CR,0,120.71212,24.32683,國道1號,158K+860,0000100015880B,SW,S,3,3
VD-N3-S-154.097-M-RS,NFB-CR,0,120.67849,24.419565,國道3號,154K+097,0000300015400K,SW,S,3,3
VD-N3-S-59.690-M-LOOP,NFB-NR,0,121.28634,24.908232,國道3號,59K+690,0000300005950H,W,S,4,4
VD-N1-S-15.620-M-RS,NFB-NR,0,121.60588,25.064816,國道1號,15K+620,0000100001530A,W,S,4,4
VD-N3-S-243-O-NE-1-南下出口,NFB-CR,0,120.70048,23.798433,國道3號,243K+000,0000301048000M,SE,S,1,1
VD-N3-S-334-I-ES-22-Loop,NFB-SR,0,120.3500369,23.1639759,國道3號,334K+000,0000301060100D,SE,S,1,1
VD-N1-S-220-O-NW-1-南下出口-北斗,NFB-CR,0,120.4904661,23.87785919,國道1號,220K+000,0000101048000N,S,S,1,1
VD-N1-N-190.490-M-LOOP,NFB-CR,0,120.569466,24.11469,國道1號,190K+490,0000100119050B,NE,N,4,4
VD-N10-E-1-I-NE-1-Loop,NFB-SR,0,120.32867,22.67473,國道10號,1K+000,0001001002026E,NW,E,1,1
VD-N1-S-319-O-NW-1-Loop,NFB-SR,0,120.2519662,23.04540445,國道1號,319K+000,0000101063000D,SW,S,1,1
VD-N1-N-220.740-M-LOOP,NFB-CR,0,120.48953,23.867867,國道1號,220K+740,0000100122000N,N,N,3,3
VD-N6-E-28.498-M-OH,NFB-CR,0,120.915,23.978834,國道6號,28K+498,0000600002810M,E,E,2,2
VD-N4-W-27-I-NW-22-匝道1,NFB-CR,0,120.716095,24.19869,國道4號,27K+000,0000401109000B,NE,W,1,1
VD-N1-N-303-O-SE-1-Loop,NFB-SR,0,120.2355444,23.18013681,國道1號,303K+000,0000101160000D,N,N,2,2
VD-N3-N-316.764-M-Loop,NFB-SR,0,120.4206828,23.30534597,國道3號,316K+764,0000300131700D,NE,N,3,3
VD-N3-N-164-I-EN-1-北上入口,NFB-CR,0,120.6461461,24.33783687,國道3號,164K+000,0000301132060B,NE,N,2,2
VD-T88-W-15-O-EN-1-Loop,NFB-SR,0,120.483237,22.568146,台88線,15K+000,1008801105000T,NW,W,1,1
VD-N6-W-29.608-N-LOOP,NFB-CR,0,120.925606,23.980705,國道6號,29K+608,0000600102930M,W,W,2,2
VD-N1-S-178-I-ES-22-南下入口-台中,NFB-CR,0,120.62925,24.175611,國道1號,178K+000,0000101041050B,W,S,1,1
VD-N1H-S-27.510-M-LOOP,NFB-NR,0,121.490395,25.075096,國道1號汐止五股高架道路,27K+510,00001A0002700F,W,S,3,3
VD-N1-N-10.060-M-RS,NFB-NR,0,121.659,25.0755,國道1號,10K+060,0000100100900F,NE,N,4,4
VD-N1-S-140-I-WS-21-銅鑼科學園區,NFB-CR,0,120.7848249,24.47572594,國道1號,140K+000,0000101034030K,E,S,1,1
VD-N5-N-46-L-羅東-191-1-IMAGE,NFB-PL,0,121.79173,24.68752,191,46K+000,4019100101576G,N,N,2,2
VD-N3-N-374.415-M-Loop,NFB-SR,0,120.385833,22.8441444,國道3號,374K+415,0000300137400E,NW,N,3,3
VD-N3-S-424-O-NW-2-Loop,NFB-SR,0,120.528881,22.491967,國道3號,424K+000,0000301072010T,SW,S,1,1
VD-N3-N-208.781-N-LOOP,NFB-CR,0,120.65902,24.066492,國道3號,208K+781,0000300120850B,W,N,3,3
VD-N8-W-14-I-NW-21-Loop,NFB-SR,0,120.3170382,23.06451789,國道8號,14K+000,0000801105050D,SW,W,1,1
VD-N8-E-14-I-SE-21-Loop,NFB-SR,0,120.323944,23.061979,國道8號,14K+000,0000801005110D,NE,E,1,1
VD-N3-S-279-O-NW-1-Loop,NFB-SR,0,120.523964,23.598261,國道3號,279K+000,0000301053000Q,SW,S,1,1
VD-N3-S-58.010-M-LOOP,NFB-NR,0,121.29659,24.91923,國道3號,58K+010,0000300005700H,SW,S,4,4
VD-N3-N-25-I-EN-1-木柵休息站,NFB-NR,0,121.57107,24.976006,國道3號,25K+000,0000301180000A,E,N,1,1
VD-N3-N-27.120-M-LOOP,NFB-NR,0,121.552155,24.971415,國道3號,27K+120,0000300102700F,NE,N,3,3
VD-N3-N-62-I-EN-31-大溪-匝道,NFB-NR,0,121.2661,24.891369,國道3號,62K+000,0000301117030H,NW,N,1,1
VD-N1H-N-62.000-M-LOOP,NFB-NR,0,121.20244,24.9595,國道1號五股楊梅高架道路,62K+000,00001B0106100H,NE,N,2,2
VD-N1-S-110-O-NW-21-南下出口-頭份,NFB-CR,0,120.9173558,24.69272899,國道1號,110K+000,0000101031010K,SW,S,2,2
VD-N1-N-15.150-M-LOOP,NFB-NR,0,121.60982,25.06507,國道1號,15K+150,0000100101500A,E,N,2,2
VD-N1-S-88.050-M-RS,NFB-NR,0,121.018745,24.84861,國道1號,88K+050,0000100008800J,SE,S,4,4
VD-N6-W-24.272-M-RS,NFB-CR,0,120.87259,23.976767,國道6號,24K+272,0000600102400M,W,W,2,2
VD-N1-S-69.700-M-LOOP,NFB-NR,0,121.161476,24.904663,國道1號,69K+700,0000100006970H,SW,S,4,4
VD-T88-W-21.990-M-RS,NFB-SR,0,120.53523,22.570868,台88線,21K+990,1008800102180T,W,W,2,2
VD-N3-T-211-A-E-1-入口,NFB-CR,0,120.6830284,24.05136812,國道3號,211K+000,0000301041040B,SW,S,2,2
VD-N3-S-277.355-M-Loop,NFB-SR,0,120.536111,23.608611,國道3號,277K+355,0000300027730P,W,S,3,3
VD-N3-S-73-I-ES-21-高原,NFB-NR,0,121.1990754,24.83081717,國道3號,73K+000,0000301075040H,S,S,1,1
VD-N1-S-187.399-M-LOOP,NFB-CR,0,120.59713,24.113316,國道1號,187K+399,0000100018700B,NW,S,3,3
VD-N1-N-10.640-M-RS,NFB-NR,0,121.65295,25.073767,國道1號,10K+640,0000101107070F,E,N,3,3
VD-N2-W-11.340-N-LOOP,NFB-NR,0,121.28347,25.001179,國道2號,11K+340,0000200101100H,N,W,3,3
VD-N2-E-11-O-WN-22-南桃園,NFB-NR,0,121.28301,24.998411,國道2號,11K+000,0000201005020H,S,E,1,1
VD-N3-N-115-I-EN-1-北上入口,NFB-CR,0,120.8662782,24.70067559,國道3號,115K+000,0000301126000K,NE,N,1,1
VD-N1-N-62.900-M-LOOP,NFB-NR,0,121.19727,24.953,國道1號,62K+900,0000100106270H,NE,N,3,3
VD-N3A-E-1.520-M-RS,NFB-NR,0,121.56219,25.011942,國道3甲,1K+520,0000310000100A,SE,S,2,2
VD-N1-S-257-O-NW-1-Loop,NFB-SR,0,120.4166927,23.55700218,國道1號,257K+000,0000101054000Q,SW,S,1,1
VD-N1-N-92.900-M-LOOP,NFB-NR,0,121.01046,24.8078,國道1號,92K+900,0000100109240O,N,N,4,4
VD-N3-S-109-I-WS-1-香山,NFB-NR,0,120.90555,24.732279,國道3號,109K+000,0000301025110K,SW,S,1,1
VD-N6-W-19.822-M-OH,NFB-CR,0,120.83978,24.002089,國道6號,19K+822,0000600101900M,W,W,2,2
VD-N10-E-33-O-WS-1-Loop,NFB-SR,0,120.494861,22.868833,國道10號,33K+000,0001001008010E,NE,E,1,1
VD-N2-E-11-I-NE-21-南桃園,NFB-NR,0,121.28213,24.998266,國道2號,11K+000,0000201005030H,S,E,1,1
VD-N3-N-311-I-EN-22-Loop,NFB-SR,0,120.440083,23.347861,國道3號,311K+000,0000301157030D,NW,N,1,1
VD-N2A-E-1.190-M-RS,NFB-NR,0,121.208694,25.065742,國道2甲,1K+190,0000210000062H,SE,E,3,3
VD-N3-N-103-O-SE-2-茄苳,NFB-NR,0,120.95798,24.756786,國道3號,103K+000,0000301124030O,SE,N,1,1
VD-N3-N-324.174-M-Loop,NFB-SR,0,120.376111,23.257777,國道3號,324K+174,0000300132430D,N,N,3,3
VD-N3-S-156-O-NW-1-南下出口,NFB-CR,0,120.669556,24.399284,國道3號,156K+000,0000301031000K,S,S,1,1
VD-T88-W-9-O-EN-1-Loop,NFB-SR,0,120.43196,22.592479,台88線,9K+000,1008801104000E,W,W,1,1
VD-N1-N-91-O-SE-1-竹北,NFB-NR,0,121.01622,24.82167,國道1號,91K+000,0000101128000J,NE,N,3,3
VD-N3-N-271-O-SE-2-Loop,NFB-SR,0,121.64752,25.072761,國道3號,271K+000,0000301103010F,NE,N,1,1
VD-N1-S-363.000-N-Loop,NFB-SR,0,120.32908,22.673223,國道1號,363K+000,0000100036230E,S,S,4,4
VD-N1-S-257-O-NE-21-Loop,NFB-SR,0,120.4152074,23.55415091,國道1號,257K+000,0000101054020Q,SW,S,2,2
VD-N3-S-234.891-M-RS,NFB-CR,0,120.705826,23.87288,國道3號,234K+891,0000300023400M,S,S,4,4
VD-N1-N-349-O-SW-22-Loop,NFB-SR,0,120.3212696,22.78827771,國道1號,349K+000,0000101169020E,N,N,1,1
VD-N1-S-264-O-NE-22-Loop,NFB-SR,0,120.3900108,23.49503855,國道1號,264K+000,0000101055060I,N,S,1,1
VD-N1H-S-51.370-M-LOOP,NFB-NR,0,121.27973,25.02462,國道1號五股楊梅高架道路,51K+370,00001B0005100H,SW,S,4,4
VD-N3-N-369-O-SE-2-Loop,NFB-SR,0,120.361722,22.880083,國道3號,369K+000,0000301164010E,E,N,1,1
VD-N1-S-11.090-N-LOOP,NFB-NR,0,121.649,25.0735,國道1號,11K+090,0000101007030F,W,S,2,2
VD-N1-S-362-O-NW-1-Loop,NFB-SR,0,120.3283911,22.6785942,國道1號,362K+000,0000101071000E,S,S,1,1
VD-N1-S-3.900-M-RS,NFB-NR,0,121.70873,25.10024,國道1號,3K+900,0000100000300C,SW,S,3,3
VD-N4-E-11-O-WN-22-東向出口1-后里,NFB-CR,0,120.6912696,24.27006417,國道4號,11K+000,0000401004020B,NE,E,1,1
VD-N5-N-38-L-宜蘭-191-1-IMAGE,NFB-PL,0,121.77916,24.769073,191,38K+000,4019100100608G,N,N,2,2
VD-N2-E-5-I-NE-22-大竹-環道,NFB-NR,0,121.23597,25.03423,國道2號,5K+000,0000201003050H,E,E,1,1
VD-N3-N-257.415-M-RS,NFB-CR,0,120.60206,23.75641,國道3號,257K+415,0000300125700P,NE,N,3,3
VD-N3-S-182-I-ES-22-南下入口1-台中,NFB-CR,0,120.5727949,24.19718561,國道3號,182K+000,0000301035030B,E,S,1,1
VD-N1-S-33-I-WS-1-五股,NFB-NR,0,121.43526,25.068783,國道1號,33K+000,0000101015150F,W,S,2,2
VD-N1-S-264-I-WS-2-Loop,NFB-SR,0,120.3915558,23.49536571,國道1號,264K+000,0000101055040I,E,S,1,1
VD-N1-N-247.700-M-RS,NFB-CR,0,120.44249,23.637194,國道1號,247K+700,0000100124700P,N,N,3,3
VD-N4-W-16-O-ES-1-匝道4,NFB-CR,0,120.74548,24.270449,國道4號,16K+000,0000401107020B,SW,W,1,1
VD-N10-E-13-O-WN-1-Loop,NFB-SR,0,120.3708217,22.75543089,國道10號,13K+000,0001001004006E,NE,E,1,1
VD-N5-N-54-I-蘇澳-匝道-1-LOOP,NFB-PL,0,121.82123,24.62134,國道5號,54K+000,0000501107026G,NW,N,2,2
VD-N3-S-99.890-M-LOOP,NFB-NR,0,120.99536,24.7559,國道3號,99K+890,0000300009940J,W,S,4,4
VD-N1-S-156.040-M-RS,NFB-CR,0,120.727776,24.348433,國道1號,156K+040,0000100015600B,SW,S,3,3
VD-N10-E-19-I-NE-1A-Loop,NFB-SR,0,120.42628,22.784834,國道10號,19K+000,0001000001930E,NE,E,1,1
VD-N1-N-363.080-N-Loop,NFB-SR,0,120.32929,22.67227,國道1號,363K+080,0000100136300E,N,N,3,3
VD-N10-E-31.452-M-Loop,NFB-SR,0,120.494722,22.849722,國道10號,31K+452,0001000003110E,N,E,2,2
VD-N3-S-5.620-M-LOOP,NFB-NR,0,121.68066,25.103191,國道3號,5K+620,0000300000520C,SW,S,3,3
VD-N3-N-125.573-M-LOOP,NFB-CR,0,120.81438,24.628487,國道3號,125K+573,0000300112520K,N,N,3,3
VD-N3-S-357-O-NW-1-Loop,NFB-SR,0,120.323278,22.977944,國道3號,357K+000,0000301063000D,S,S,1,1
VD-N3-N-207-I-EN-21-北上入口-台中,NFB-CR,0,120.6443503,24.06921571,國道3號,207K+000,0000301139040B,W,N,1,1
VD-N3-N-259.320-M-RS,NFB-CR,0,120.5918,23.742735,國道3號,259K+320,0000300125900P,N,N,3,3
VD-N1-S-181-O-NW-21-南下出口-龍井,NFB-CR,0,120.6189753,24.15473749,國道1號,181K+000,0000101042010B,SW,S,1,1
VD-N1-N-257-I-EN-21-Loop,NFB-SR,0,120.417276,23.55275377,國道1號,257K+000,0000101154030Q,NW,N,1,1
VD-N1-S-307.000-M-Loop,NFB-SR,0,120.23054,23.156233,國道1號,307K+000,0000100030700D,S,S,3,3
VD-N3-N-366.505-M-Loop,NFB-SR,0,120.3525,22.905555,國道3號,366K+505,0000300136700D,NW,N,3,3
VD-T76-E-20.655-M-RS,NFB-CR,0,120.549009,23.958448,台76線,20K+655,1007600002000N,SE,E,2,2
VD-N1-S-230-O-NE-2-南下出口-西螺,NFB-CR,0,120.4733003,23.77906391,國道1號,230K+000,0000101049030P,N,S,1,1
VD-N4-W-26-O-ES-1-環道4,NFB-CR,0,120.71747,24.212824,國道4號,26K+000,0000401108000B,N,W,1,1
VD-N1-N-356-I-WN-32-Loop,NFB-SR,0,120.3345637,22.73355622,國道1號,356K+000,0000101170110E,N,N,1,1
VD-N10-E-25-O-WS-1-Loop,NFB-SR,0,120.47418,22.79966,國道10號,25K+000,0001001007000T,E,E,2,2
VD-N3-N-37.820-M-LOOP,NFB-NR,0,121.469,24.9805,國道3號,37K+820,0000300103700F,NE,N,4,4
VD-N3-N-20-I-EN-21-木柵,NFB-NR,0,121.59734,25.002445,國道3號,20K+000,0000301108030A,NW,N,1,1
VD-N4-W-9-O-ES-21-西向出口1,NFB-CR,0,120.6716027,24.27663958,國道4號,9K+000,0000401103006B,NW,W,1,1
VD-N3-N-62-O-SE-1-大溪,NFB-NR,0,121.26425,24.889637,國道3號,62K+000,0000301117000H,NE,N,1,1
VD-N1-N-319.400-N-Loop,NFB-SR,0,120.252594,23.047543,國道1號,319K+400,0000100131900D,N,N,3,3
VD-N1-S-150-O-NW-1-南下出口,NFB-CR,0,120.758771,24.39441659,國道1號,150K+000,0000101035000K,SW,S,2,2
VD-N3-S-31-I-WS-21-安坑,NFB-NR,0,121.525314,24.970049,國道3號,31K+000,0000301010110F,W,S,1,1
VD-N3-S-43-O-NW-21-土城-平面,NFB-NR,0,121.43353,24.961248,國道3號,43K+000,0000301012010F,NW,S,2,2
VD-N1H-N-26-O-SE-1-環北,NFB-NR,0,121.50741,25.077637,國道1號汐止五股高架道路,26K+000,00001A1104010A,E,N,2,2
VD-N3-S-194.330-M-RS,NFB-CR,0,120.534706,24.120394,國道3號,194K+330,0000300019400N,SE,S,3,3
VD-N4-W-15.440-M-LOOP,NFB-CR,0,120.7283,24.276508,國道4號,15K+440,0000400101500B,W,W,3,3
VD-N1-S-349-O-NW-1-Loop,NFB-SR,0,120.3194675,22.79091229,國道1號,349K+000,0000101069000E,S,S,2,2
VD-N1-S-39.260-M-LOOP,NFB-NR,0,121.384,25.064724,國道1號,39K+260,0000100003900F,W,S,5,5
VD-N1-S-236.760-M-LOOP,NFB-CR,0,120.47371,23.726683,國道1號,236K+760,0000100023700P,S,S,3,3
VD-N10-W-26.052-M-Loop,NFB-SR,0,120.480555,22.804722,國道10號,26K+052,0001000102500T,SW,W,2,2
VD-N1-S-132-I-ES-21-南下入口-公館,NFB-CR,0,120.8197456,24.5245062,國道1號,132K+000,0000101033040K,SW,S,1,1
VD-N1-N-39.000-M-RS,NFB-NR,0,121.38602,25.06479,國道1號,39K+000,0000100103900F,E,N,4,4
VD-N3-S-311-O-NE-22-Loop,NFB-SR,0,120.438889,23.347861,國道3號,311K+000,0000301057010D,SW,S,1,1
VD-N1-N-66-O-SE-平鎮系統-1NT66E,NFB-NR,0,121.18863,24.934248,國道1號,66K+000,0000101123010H,E,N,2,2
VD-N3-S-156-I-WS-1X-南下入口2,NFB-CR,0,120.66855,24.395094,國道3號,156K+000,0000301031050K,S,S,2,2
VD-T88-E-9-I-SE-1-Loop,NFB-SR,0,120.4305634,22.59203575,台88線,9K+000,1008801004010E,E,E,1,1
VD-N1-S-281.250-M-RS,NFB-SR,0,120.3374,23.357477,國道1號,281K+250,0000100028140D,SW,S,3,3
VD-N3A-E-0.810-M-LOOP,NFB-NR,0,121.556,25.0138,國道3甲,0K+810,0000310000070A,E,S,2,2
VD-N3-S-156-O-NW-21-南下出口-苑裡,NFB-CR,0,120.66875,24.39766,國道3號,156K+000,0000301031010K,W,S,1,1
VD-N3-S-361.415-M-Loop,NFB-SR,0,120.354166,22.950555,國道3號,361K+415,0000300036100D,SE,S,3,3
VD-N1-N-21.230-M-LOOP,NFB-NR,0,121.55138,25.073011,國道1號,21K+230,0000100102100A,E,N,3,3
VD-N3-S-329-O-NW-2-Loop,NFB-SR,0,120.355806,23.213,國道3號,329K+000,0000301059020D,S,S,1,1
VD-N1-N-323.015-M-Loop,NFB-SR,0,120.25045,23.015392,國道1號,323K+015,0000100132300D,N,N,3,3
VD-N6-E-29.978-N-LOOP,NFB-CR,0,120.92898,23.981955,國道6號,29K+978,0000600002910M,E,E,2,2
VD-N1-N-360.080-M-Loop,NFB-SR,0,120.32775,22.699211,國道1號,360K+080,0000100136000E,N,N,4,4
VD-N1-N-101.510-M-LOOP,NFB-CR,0,120.97473,24.743113,國道1號,101K+510,0000100110100J,NE,N,3,3
VD-N6-W-2.765-M-RS,NFB-CR,0,120.695274,24.01271,國道6號,2K+765,0000600100210B,NW,W,2,2
VD-N3-S-90-I-WS-1-竹林,NFB-NR,0,121.07897,24.766943,國道3號,90K+000,0000301021030J,S,S,2,2
VD-N2-E-5-O-WS-21-大竹,NFB-NR,0,121.235,25.0337,國道2號,5K+000,0000201003020H,E,E,1,1
VD-N6-E-0-I-SE-1-東向入口,NFB-CR,0,120.6680407,24.02584407,國道6號,0K+000,0000601001000B,E,E,1,1
VD-N1-N-2.980-M-LOOP,NFB-NR,0,121.71738,25.10266,國道1號,2K+980,0000100100270C,E,N,3,3
VD-N3-N-103-I-EN-21-茄苳,NFB-NR,0,120.957,24.755503,國道3號,103K+000,0000301124070O,NE,N,1,1
VD-N3-N-211-O-SE-1-北上出口,NFB-CR,0,120.6806562,24.0500361,國道3號,211K+000,0000301141010B,NE,N,1,1
VD-N1-S-355.080-N-Loop,NFB-SR,0,120.33463,22.743822,國道1號,355K+080,0000100035500E,S,S,3,3
VD-N1-N-327-O-SE-1B-Loop,NFB-SR,0,120.2490652,22.97617806,國道1號,327K+000,0000101165070D,N,N,2,2
VD-N1H-N-36.550-M-RS,NFB-NR,0,121.40686,25.05593,國道1號五股楊梅高架道路,36K+550,00001B0103640F,E,N,3,3
VD-N1-N-211-I-WN-22-北上入口-員林,NFB-CR,0,120.507622,23.95286021,國道1號,211K+000,0000101147050N,N,N,1,1
VD-N1-S-99-I-ES-新竹系統-3S1S,NFB-NR,0,120.991425,24.757116,國道1號,99K+000,0000101030040J,W,S,2,2
VD-N1-S-143.535-M-RS,NFB-CR,0,120.78193,24.447075,國道1號,143K+535,0000100014300K,S,S,4,4
VD-N1-S-319.825-N-Loop,NFB-SR,0,120.25179,23.043993,國道1號,319K+825,0000100031970D,S,S,3,3
VD-N1-S-33-O-NW-2-五股,NFB-NR,0,121.43954,25.069853,國道1號,33K+000,0000101015040F,NW,S,2,2
VD-N5-S-53.110-M-LOOP,NFB-PL,0,121.80633,24.634111,國道5號,53K+110,0000500005300G,S,S,2,2
VD-N3-N-219.151-M-RS,NFB-CR,0,120.65221,23.990044,國道3號,219K+151,0000300121900M,N,N,4,4
VD-N3-T-79-A-E-22-關西,NFB-NR,0,121.16737,24.7997,國道3號,79K+000,0000301020020J,W,S,1,1
VD-N1-S-181-I-ES-22X-南下入口2-台中,NFB-CR,0,120.6191,24.153545,國道1號,181K+000,0000101042040B,SE,S,2,2
VD-N1-S-324-O-NW-1-Loop,NFB-SR,0,120.2478,23.00306,國道1號,324K+000,0000101064000D,S,S,2,2
VD-N1-N-145.170-M-RS,NFB-CR,0,120.77823,24.432695,國道1號,145K+170,0000100114500K,N,N,3,3
VD-N3K-N-3-I-WN-1-中和路,NFB-NR,0,121.71996,25.14371,台2己線,3K+000,3000262100329C,NE,E,1,1
VD-N3-N-269.164-N-Loop,NFB-CR,0,120.573888,23.664722,國道3號,269K+164,0000300126900P,NE,N,3,3
VD-N1H-S-36.220-M-RS,NFB-NR,0,121.40916,25.05799,國道1號五股楊梅高架道路,36K+220,00001B0003600F,SW,S,2,2
VD-N3-S-212.151-N-LOOP,NFB-CR,0,120.67876,24.044012,國道3號,212K+151,0000300021200B,S,S,3,3
VD-N1-S-173.490-M-LOOP,NFB-CR,0,120.663155,24.208761,國道1號,173K+490,0000100017300B,SW,S,4,4
VD-N3-N-341.229-M-Loop,NFB-SR,0,120.328055,23.114444,國道3號,341K+229,0000300134110D,N,N,3,3
VD-N1-S-63.020-M-RS,NFB-NR,0,121.19656,24.95226,國道1號,63K+020,0000100006270H,SW,S,3,3
