VDID,SubAuthorityCode,BiDirectional,PositionLon,PositionLat,RoadName,LocationMile,LinkID,Bearing,RoadDirection,LaneNum,ActualLaneNum
VD-N1-N-43.320-M-LOOP,NFB-NR,0,121.34439,25.065268,國道1號,43K+320,0000100104300H,E,N,5,5
VD-N3-S-224-I-ES-22-南下入口-中興,NFB-CR,0,120.6672913,23.94998736,國道3號,224K+000,0000301045030M,NE,S,1,1
VD-N3-S-27.050-N-LOOP,NFB-NR,0,121.5523,24.97223,國道3號,27K+050,0000300002660F,SW,S,3,3
VD-N1-N-85.400-M-RS,NFB-NR,0,121.01579,24.868582,國道1號,85K+400,0000100108500J,NE,N,4,4
VD-N3-N-217-I-WN-22-北上入口-芬園,NFB-CR,0,120.6537718,24.00464801,國道3號,217K+000,0000301143050M,NE,N,1,1
VD-N3-S-130-I-WS-1X-南下入口2,NFB-CR,0,120.7846036,24.59697664,國道3號,130K+000,0000301029050K,SW,S,2,2
VD-N1H-N-29.500-M-LOOP,NFB-NR,0,121.4713,25.074919,國道1號汐止五股高架道路,29K+500,00001A0102900F,E,N,4,4
VD-N1-N-328.880-M-RS,NFB-SR,0,120.2498028,22.95897778,國道1號,328K+880,0000100132900D,N,N,3,3
VD-N3-S-21.520-M-RS,NFB-NR,0,121.59318,24.995314,國道3號,21K+520,0000300002110A,S,S,3,3
VD-N1-N-370-I-EN-21-Loop,NFB-SR,0,120.3416094,22.60589421,國道1號,370K+000,0000101174020E,N,N,2,2
VD-N3-N-98-O-SE-1-寶山,NFB-NR,0,121.003525,24.756907,國道3號,98K+000,0000301122000J,E,N,2,2
VD-N1-N-250-O-SE-2-北上出口-大林,NFB-CR,0,120.437536,23.614253,國道1號,250K+000,0000101153050Q,N,N,1,1
VD-N3-S-424-I-WS-2-Loop,NFB-SR,0,120.52975,22.489462,國道3號,424K+000,0000301072030T,SE,S,1,1
VD-N1-S-10-O-NE-1-汐止,NFB-NR,0,121.6542182,25.07455,國道1號,10K+000,0000101006010F,SW,S,1,1
VD-N3-N-26-O-SW-1-新店,NFB-NR,0,121.55483,24.973185,國道3號,26K+000,0000301109000F,W,N,1,1
VD-N3-S-5-B-七堵收費站,NFB-NR,0,121.68365,25.10745,國道3號,5K+000,0000300000520C,SW,S,1,1
VD-N1-S-62-I-ES-1A-中壢-環道,NFB-NR,0,121.19905,24.9573,國道1號,62K+000,0000101022030H,S,S,1,1
VD-N1-N-288.010-N-Loop,NFB-SR,0,120.29447,23.312714,國道1號,288K+010,0000101158080D,NE,N,3,3
VD-N1-N-23.780-M-LOOP,NFB-NR,0,121.5267,25.07454,國道1號,23K+780,0000100102350A,SE,N,4,4
VD-N5-S-26.706-M-PS-LOOP,NFB-PL,0,121.7877,24.860155,國道5號,26K+706,0000500002600G,SE,S,2,2
VD-N1-S-230-I-ES-32-南下入口-西螺,NFB-CR,0,120.4743637,23.78251327,國道1號,230K+000,0000101049080P,SW,S,1,1
VD-N1-S-238.400-M-RS,NFB-CR,0,120.47608,23.71213,國道1號,238K+400,0000100023800P,S,S,3,3
VD-N3-N-16.350-M-LOOP,NFB-NR,0,121.61738,25.033413,國道3號,16K+350,0000300101610A,NE,N,3,3
VD-N1-S-319-I-WS-21-Loop,NFB-SR,0,120.2508611,23.0401768,國道1號,319K+000,0000101063040D,S,S,1,1
VD-N2-W-5-O-EN-21-大竹,NFB-NR,0,121.24029,25.034794,國道2號,5K+000,0000201103010H,N,W,1,1
VD-N1-N-9-B-汐止地磅站,NFB-NR,0,121.666,25.0798,,9K+000,FFFFFFFFFFFFFF,,,1,1
VD-N3-N-100-I-EN-新竹系統-1N3N,NFB-NR,0,120.98693,24.755795,國道3號,100K+000,0000301123040J,NE,N,2,2
VD-N1-N-229.600-N-LOOP,NFB-CR,0,120.478424,23.788374,國道1號,229K+600,0000100122940P,N,N,3,3
VD-T88-W-2-I-NW-1-Loop,NFB-SR,0,120.355003,22.590797,台88線,2K+000,1008801102010E,W,W,1,1
VD-N1H-S-34.300-M-RS,NFB-NR,0,121.42507,25.067608,國道1號五股楊梅高架道路,34K+300,00001B0003400F,SW,S,2,2
VD-N1-N-50.300-N-LOOP,NFB-NR,0,121.28738,25.030594,國道1號,50K+300,0000100105000H,NE,N,5,5
VD-N6-E-3-I-WE-1-東向入口-舊正,NFB-CR,0,120.6966766,24.01238632,國道6號,3K+000,0000601002010B,E,E,1,1
VD-N3-S-430-O-NW-1-Loop,NFB-SR,0,120.508333,22.447611,國道3號,430K+000,0000301073000T,SW,S,1,1
VD-N10-E-13-I-SE-21-LOOP,NFB-SR,0,120.37211,22.755114,國道10號,13K+000,0001001004050E,N,E,1,1
VD-N1-N-132-I-WN-11A-北上入口-苗栗,NFB-CR,0,120.8193786,24.52269591,國道1號,132K+000,0000101133030K,W,N,1,1
VD-N1-N-95-O-SE-33A-新竹-公道五路,NFB-NR,0,121.008965,24.79715,國道1號,95K+000,0000101129180O,E,N,1,1
VD-N3-S-346-I-ES-22-Loop,NFB-SR,0,120.3220661,23.06321268,國道3號,346K+000,0000301062090D,SE,S,1,1
VD-N1-N-168-O-SW-22-北上出口-神岡,NFB-CR,0,120.69073,24.249914,國道1號,168K+000,0000101138020B,NE,N,1,1
VD-N1-S-125-O-NW-1-南下出口-頭屋,NFB-CR,0,120.8568039,24.5794977,國道1號,125K+000,0000101032000K,S,S,1,1
VD-N1H-N-39.126-M-LOOP,NFB-NR,0,121.3855,25.06514,國道1號五股楊梅高架道路,39K+126,00001B0103900F,E,N,3,3
VD-N1-N-297.530-M-Loop,NFB-SR,0,120.24836,23.238752,國道1號,297K+530,0000100129700D,NE,N,3,3
VD-N1-S-95-I-WS-1B-新竹-園區二路,NFB-NR,0,121.0031,24.775467,國道1號,95K+000,0000101029260J,S,S,2,2
VD-N1-S-150.280-N-LOOP,NFB-CR,0,120.75751,24.391691,國道1號,150K+280,0000100015000K,SW,S,4,4
VD-N5-S-6.496-M-IMAGE,NFB-PL,0,121.65766,24.989697,國道5號,6K+496,0000500000600F,SE,S,3,3
VD-N1-S-174-N-LOOP,NFB-CR,0,120.65957,24.207024,國道1號,174K+000,0000100017380B,SW,S,3,3
VD-N1-S-11-C-S-1-汐止系統,NFB-NR,0,121.65065,25.07387,國道1號,11K+000,0000101007020F,W,S,1,1
VD-N3-S-261.584-M-RS,NFB-CR,0,120.601204,23.724945,國道3號,261K+584,0000300026120P,SE,S,3,3
VD-N3-S-117.349-M-LOOP,NFB-CR,0,120.851867,24.69022,國道3號,117K+349,0000300011700K,SW,S,3,3
VD-N5-N-54-I-SN-1-LOOP,NFB-PL,0,121.8095095,24.62516626,國道5號,54K+000,0000500105400G,NW,N,2,2
VD-N3-S-246.241-M-LOOP,NFB-CR,0,120.69823,23.778345,國道3號,246K+241,0000300024600M,W,S,3,3
VD-N5-N-19.012-M-LOOP,NFB-PL,0,121.73825,24.912264,國道5號,19K+012,0000500101900F,NW,N,2,2
VD-N3-S-109-I-ES-22-香山,NFB-NR,0,120.906456,24.73344,國道3號,109K+000,0000301025100K,SW,S,1,1
VD-N1-N-181.400-N-LOOP,NFB-CR,0,120.620056,24.15317,國道1號,181K+400,0000100118100B,N,N,3,3
VD-N3-S-100.900-N-LOOP,NFB-NR,0,120.98636,24.758049,國道3號,100K+900,0000300010000J,W,S,3,3
VD-N3-N-260-O-SE-1-北上出口,NFB-CR,0,120.5979317,23.72996156,國道3號,260K+000,0000301150000P,NW,N,1,1
VD-N3-S-293.397-M-Loop,NFB-SR,0,120.4975,23.484722,國道3號,293K+397,0000300029320I,SE,S,3,3
VD-N1-N-288-O-SW-22-Loop,NFB-SR,0,120.2922688,23.3071652,國道1號,288K+000,0000101158050D,SE,N,1,1
VD-N1-S-309.110-M-RS,NFB-SR,0,120.23433,23.1377,國道1號,309K+110,0000100030900D,S,S,3,3
VD-N1-S-317.017-M-Loop,NFB-SR,0,120.252945,23.06917,國道1號,317K+017,0000100031700D,S,S,4,4
VD-N3-S-343.238-M-Loop,NFB-SR,0,120.32819,23.096388,國道3號,343K+238,0000300034300D,S,S,3,3
VD-T88-W-9.329-N-Loop,NFB-SR,0,120.425883,22.592122,台88線,9K+329,1008800100900E,W,W,2,2
VD-N3-N-400-I-EN-1-Loop,NFB-SR,0,120.55147,22.698732,國道3號,400K+000,0000300140000T,NW,N,1,1
VD-N3-S-90-O-NW-21-竹林,NFB-NR,0,121.081055,24.767721,國道3號,90K+000,0000301021010J,W,S,1,1
VD-N1-S-79.300-M-RS,NFB-NR,0,121.072,24.881424,國道1號,79K+300,0000100007900J,SW,S,3,3
VD-N1-S-9.630-M-LOOP,NFB-NR,0,121.66212,25.077785,國道1號,9K+630,0000100000900F,SW,S,3,3
VD-N6-W-11.640-M-RS,NFB-CR,0,120.77147,23.982033,國道6號,11K+640,0000600101100M,W,W,2,2
VD-N5-N-33.650-M-LOOP,NFB-PL,0,121.78253,24.802736,國道5號,33K+650,0000500103300G,N,N,3,3
VD-N1-N-246.350-M-RS,NFB-CR,0,120.44661,23.648739,國道1號,246K+350,0000100124600P,N,N,3,3
VD-N1H-S-71-I-楊梅休息站,NFB-NR,0,121.144325,24.89869,國道1號,71K+000,0000100007100H,W,S,2,2
VD-N1-N-6-I-EN-五堵-匝道,NFB-NR,0,121.68702,25.085888,國道1號,6K+000,0000101105110C,NE,N,1,1
VD-N2A-W-1-I-SW-22-大園,NFB-NR,0,121.2146,25.056355,國道2甲,1K+000,0000211102010H,NW,W,2,2
VD-N3-N-307.024-M-Loop,NFB-SR,0,120.429722,23.388333,國道3號,307K+024,0000300130700D,N,N,3,3
VD-N1-N-83-I-WN-22-湖口,NFB-NR,0,121.02979,24.875443,國道1號,83K+000,0000101127013J,E,N,1,1
VD-N1-N-110.450-N-LOOP,NFB-CR,0,120.91816,24.690954,國道1號,110K+450,0000100111000K,NE,N,3,3
VD-N1-N-320.750-M-Loop,NFB-SR,0,120.25028,23.035568,國道1號,320K+750,0000100132050D,N,N,3,3
VD-N3-N-102.380-M-RS,NFB-NR,0,120.97102,24.75809,國道3號,102K+380,0000300110200J,E,N,3,3
VD-N1-N-120.230-M-RS,NFB-CR,0,120.86701,24.624052,國道1號,120K+230,0000100112000K,N,N,3,3
VD-N3-N-223.021-M-LOOP,NFB-CR,0,120.656334,23.957718,國道3號,223K+021,0000300122300M,NW,N,4,4
VD-N3A-E-4.600-M-LOOP,NFB-NR,0,121.59033,25.002676,國道3甲,4K+600,0000310000410A,E,S,3,3
VD-N3-T-79-A-E-21-關西,NFB-NR,0,121.16789,24.799309,國道3號,79K+000,0000301020030J,SW,S,1,1
VD-N3-S-156-I-WS-21-南下入口-苑裡,NFB-CR,0,120.66858,24.396894,國道3號,156K+000,0000301031030K,S,S,1,1
VD-N1-S-180.960-N-LOOP,NFB-CR,0,120.6205482,24.15945553,國道1號,180K+960,0000100018000B,S,S,3,3
VD-N4-W-11-I-SW-22X-西向入口2-豐原,NFB-CR,0,120.6930564,24.26941638,國道4號,11K+000,0000401104060B,NW,W,1,1
VD-N5-S-21.063-M-PS-LOOP,NFB-PL,0,121.75311,24.899803,國道5號,21K+063,0000500002100F,SE,S,2,2
VD-N3-N-404.546-M-Loop,NFB-SR,0,120.5545084,22.66051045,國道3號,404K+546,0000300140500T,NE,N,2,2
VD-N2-E-8-I-SE-機場系統-1N2E,NFB-NR,0,121.2724,25.016397,國道2號,8K+000,0000201004100H,E,E,1,1
VD-N3-S-64.500-M-RS,NFB-NR,0,121.25332,24.880087,國道3號,64K+500,0000300006400H,SW,S,4,4
VD-N4-W-14-I-W-1-西向入口1,NFB-CR,0,120.718636,24.278278,國道4號,14K+000,0000401105000B,W,W,1,1
VD-N1-N-178-I-WN-22X-北上入口2-沙鹿,NFB-CR,0,120.6315846,24.17389941,國道1號,178K+000,0000101141070B,E,N,1,1
VD-N1-S-372.008-M-Loop,NFB-SR,0,120.33879,22.595184,國道1號,372K+008,0000100037200E,SW,S,3,3
VD-N2-W-12.540-M-RS,NFB-NR,0,121.282,24.9905,國道2號,12K+540,0000200101200H,N,W,3,3
VD-N3-N-16.950-M-RS,NFB-NR,0,121.61214,25.03044,國道3號,16K+950,0000300101650A,NE,N,4,4
VD-N6-W-27.193-M-RS,NFB-CR,0,120.90222,23.978472,國道6號,27K+193,0000600102700M,W,W,2,2
VD-N10-W-22-I-NW-2-Loop,NFB-SR,0,120.45165,22.796944,國道10號,22K+000,0001000102240E,W,W,1,1
VD-N3-N-90-O-SE-21-竹林,NFB-NR,0,121.08176,24.765429,國道3號,90K+000,0000301121010J,E,N,1,1
VD-N1-N-178.990-N-LOOP,NFB-CR,0,120.62946,24.173155,國道1號,178K+990,0000100117830B,NE,N,3,3
VD-N1-N-49-O-SE-1B-桃園-蘆興南路,NFB-NR,0,121.287476,25.030533,國道1號,49K+000,0000101118100H,NE,N,2,2
VD-N4-E-0.956-M-RS,NFB-CR,0,120.59277,24.304289,國道4號,0K+956,0000401001010B,NE,E,3,3
VD-N3-S-172.710-M-RS,NFB-CR,0,120.597275,24.279451,國道3號,172K+710,0000300017260B,SW,S,5,5
VD-N4-E-8-I-NE-1Y-東向入口3,NFB-CR,0,120.6694839,24.2774854,國道4號,8K+000,0000401103090B,S,W,1,1
VD-N1-N-319-I-EN-2-Loop,NFB-SR,0,120.2522593,23.04433628,國道1號,319K+000,0000101163070D,NW,N,1,1
VD-N4-E-23.300-M-RS,NFB-CR,0,120.71381,24.200445,台74線,23K+300,1007400101950B,W,W,2,2
VD-N6-E-13.278-M-RS,NFB-CR,0,120.785904,23.988619,國道6號,13K+278,0000600001300M,E,E,2,2
VD-N5-N-30-L-頭城-台9-礁溪-2.5-IMAGE,NFB-PL,0,121.77741,24.829893,台9線,30K+000,3000900107152G,NE,N,3,3
VD-N1H-S-15.520-M-LOOP,NFB-NR,0,121.60638,25.06495,國道1號汐止五股高架道路,15K+520,00001A0001500A,W,S,2,2
VD-N3-S-217-O-NE-21-南下出口-草屯,NFB-CR,0,120.6519431,24.0067847,國道3號,217K+000,0000301043030M,S,S,2,2
VD-N3-S-340-I-WS-2-Loop,NFB-SR,0,120.3308824,23.1236394,國道3號,340K+000,0000301061030D,SE,S,1,1
VD-N1-N-315-I-EN-21-Loop,NFB-SR,0,120.2531231,23.08174254,國道1號,315K+000,0000101162060D,NE,N,1,1
VD-N1-S-32.080-N-LOOP,NFB-NR,0,121.4467,25.071203,國道1號,32K+080,0000100003200F,W,S,3,3
VD-N2-E-5-O-WS-1-大竹,NFB-NR,0,121.23424,25.03533,國道2號,5K+000,0000201003000H,SE,E,1,1
VD-N1-N-114.610-M-RS,NFB-CR,0,120.88587,24.668713,國道1號,114K+610,0000100111400K,NE,N,4,4
VD-N1-N-198.610-N-LOOP,NFB-CR,0,120.52302,24.063267,國道1號,198K+610,0000100119800N,N,N,3,3
VD-N5-S-46-O-NS-1-LOOP,NFB-PL,0,121.7904259,24.69459736,國道5號,46K+000,0000501006000G,S,S,1,1
VD-N1-N-99-I-WN-新竹系統-3N1N,NFB-NR,0,120.98354,24.757587,國道1號,99K+000,0000101130050J,E,N,2,2
VD-N1-S-212.305-M-RS,NFB-CR,0,120.504555,23.9432,國道1號,212K+305,0000100021200N,S,S,3,3
VD-N1-S-125-I-ES-1-南下入口-頭屋,NFB-CR,0,120.8580217,24.57944891,國道1號,125K+000,0000101032020K,SW,S,1,1
VD-N6-E-17.651-M-OH,NFB-CR,0,120.81916,24.004902,國道6號,17K+651,0000600001770M,E,E,2,2
VD-N3-N-424.300-N-Loop,NFB-SR,0,120.52715,22.497744,國道3號,424K+300,0000300142400T,N,N,2,2
VD-N3-N-174.992-M-RS,NFB-CR,0,120.58866,24.260815,國道3號,174K+992,0000300117400B,N,N,3,3
VD-N3-T-26-A-W-22-新店,NFB-NR,0,121.54734,24.97212,國道3號,26K+000,0000301009030F,SE,S,1,1
VD-N1-S-367-O-NW-22A-Loop,NFB-SR,0,120.3367139,22.63491293,國道1號,367K+000,0000101072020E,S,S,1,1
VD-N3-N-383-I-EN-1B-Loop,NFB-SR,0,120.426187,22.79021387,國道3號,383K+000,0000301165050E,NW,N,1,1
VD-N3-S-200.582-M-LOOP,NFB-CR,0,120.591156,24.098597,國道3號,200K+582,0000300020000N,E,S,4,4
VD-N2-E-18-O-WS-21-大湳,NFB-NR,0,121.3234,24.96294,國道2號,18K+000,0000201006010H,S,E,1,1
VD-N3-S-52.900-M-RS,NFB-NR,0,121.33912,24.93718,國道3號,52K+900,0000300005200F,W,S,4,4
VD-N1-S-195.720-M-RS,NFB-CR,0,120.53027,24.08872,國道1號,195K+720,0000100019500N,SW,S,5,5
VD-N1-S-178-I-WS-21-南下入口1-沙鹿,NFB-CR,0,120.6288427,24.17561101,國道1號,178K+000,0000101041040B,S,S,1,1
VD-N3-N-164-I-EN-21-北上入口-外埔,NFB-CR,0,120.644089,24.33665999,國道3號,164K+000,0000301132040B,N,N,1,1
VD-N1-N-210.180-M-RS,NFB-CR,0,120.50644,23.961945,國道1號,210K+180,0000100121000N,N,N,3,3
VD-N1-S-373-O-NW-1-RS,NFB-SR,0,120.3241568,22.58286999,國道1號,373K+000,0000101076020E,SW,S,1,1
VD-N4-W-2-I-NW-1-西向入口,NFB-CR,0,120.6081054,24.30761255,國道4號,2K+000,0000401102090B,SW,W,2,2
VD-N1-N-244.780-M-LOOP,NFB-CR,0,120.451805,23.65982,國道1號,244K+780,0000100124500P,NE,N,4,4
VD-N3-S-207-O-NW-21-南下出口-烏日,NFB-CR,0,120.6457953,24.06685485,國道3號,207K+000,0000301039010B,SE,S,1,1
VD-N1-S-330.800-N-Loop,NFB-SR,0,120.24895,22.945932,國道1號,330K+800,0000100033050D,S,S,3,3
VD-N5-N-46-L-羅東-191-2.5-IMAGE,NFB-PL,0,121.794846,24.676819,191,46K+000,4019100101697G,N,N,2,2
VD-N3-S-20-I-WS-21-木柵,NFB-NR,0,121.593376,25.001991,國道3號,20K+000,0000301008030A,SE,S,1,1
VD-N1H-S-31.500-M-LOOP,NFB-NR,0,121.45211,25.073069,國道1號汐止五股高架道路,31K+500,00001A0003100F,W,S,3,3
VD-N3-S-279-I-WS-1-Loop,NFB-SR,0,120.5208674,23.59269335,國道3號,279K+000,0000301053050Q,SW,S,1,1
VD-N3-N-261.545-M-LOOP,NFB-CR,0,120.60121,23.72516,國道3號,261K+545,0000300126120P,NW,N,3,3
VD-N1-N-62-I-EN-21-中壢,NFB-NR,0,121.20092,24.957294,國道1號,62K+000,0000101122030H,NW,N,1,1
VD-N1-S-236-O-NW-21-南下出口-虎尾,NFB-CR,0,120.4691349,23.73805848,國道1號,236K+000,0000101050000P,S,S,2,2
VD-N3-N-182-I-WN-22X-北上入口2-龍井,NFB-CR,0,120.5713218,24.19320855,國道3號,182K+000,0000301135030B,W,N,1,1
VD-N1H-S-32.220-M-RS,NFB-NR,0,121.44507,25.07115,國道1號五股楊梅高架道路,32K+220,00001B0003200F,W,S,2,2
VD-N1-N-226.640-M-RS,NFB-CR,0,120.48509,23.816437,國道1號,226K+640,0000100122670N,N,N,3,3
VD-N2-E-0.800-N-Loop,NFB-NR,0,121.21307,25.060366,國道2號,0K+800,0000201001020H,S,E,3,3
VD-N1-S-11-I-WS-22-汐止系統-3S1S,NFB-NR,0,121.6448,25.074118,國道1號,11K+000,0000101007100F,SW,S,2,2
VD-N3-N-76-I-WN-關西服務區,NFB-NR,0,121.19743,24.802073,國道3號,76K+000,0000301181010J,E,N,1,1
VD-N3-S-207-I-ES-21X-南下入口2-台中,NFB-CR,0,120.64484,24.06897,國道3號,207K+000,0000301039040B,SE,S,2,2
VD-N1-N-86.120-M-LOOP,NFB-NR,0,121.012,24.863052,國道1號,86K+120,0000100108600J,N,N,4,4
VD-N1-N-335-R-SE-1-Loop,NFB-SR,0,120.2647255,22.90879804,國道1號,335K+000,0000101185010D,NW,N,1,1
VD-N1-N-373.900-M-RS,NFB-SR,0,120.3171499,22.57768184,國道1號,373K+900,0000101176090E,NE,N,2,2
VD-N10-E-19-I-SE-1B-Loop,NFB-SR,0,120.425278,22.783056,國道10號,19K+000,0001000001900E,NE,E,1,1
VD-N1-N-259.840-M-RS,NFB-SR,0,120.40808,23.533173,國道1號,259K+840,0000100125900Q,N,N,3,3
VD-N1-N-112.280-M-LOOP,NFB-CR,0,120.90511,24.679811,國道1號,112K+280,0000100111200K,NE,N,3,3
VD-N3-N-402.548-M-Loop,NFB-SR,0,120.5628414,22.6766363,國道3號,402K+548,0000300140300T,N,N,2,2
VD-N3-N-115.380-N-Loop,NFB-CR,0,120.8655413,24.70090225,國道3號,115K+380,0000300111500K,NE,N,3,3
VD-N1-N-207.790-N-LOOP,NFB-CR,0,120.507225,23.982277,國道1號,207K+790,0000100120700N,N,N,4,4
VD-N1H-S-55.585-M-LOOP,NFB-NR,0,121.24838,24.99962,國道1號五股楊梅高架道路,55K+585,00001B0005500H,SW,S,3,3
VD-N1-S-257-O-NW-22-Loop,NFB-SR,0,120.4144028,23.55467216,國道1號,257K+000,0000101054010Q,W,S,1,1
VD-N1-N-140.780-M-LOOP,NFB-CR,0,120.78696,24.472216,國道1號,140K+780,0000100114000K,N,N,3,3
VD-N1H-S-38.038-M-LOOP,NFB-NR,0,121.39492,25.06214,國道1號五股楊梅高架道路,38K+038,00001B0003800F,NW,S,3,3
VD-N3-N-279-O-SE-2-Loop,NFB-SR,0,120.523389,23.595056,國道3號,279K+000,0000301153020Q,N,N,1,1
VD-T88-W-15.330-N-Loop,NFB-SR,0,120.475048,22.572833,台88線,15K+330,1008800101510T,NW,W,2,2
VD-N1-N-204.530-M-LOOP,NFB-CR,0,120.514084,24.01208,國道1號,204K+530,0000100120400N,N,N,4,4
VD-N1-S-324.750-M-RS,NFB-SR,0,120.24806,22.9962,國道1號,324K+750,0000100032500D,S,S,3,3
VD-N3-N-2-I-EN-1-瑪東系統,NFB-NR,0,121.69862,25.12677,國道3號,2K+000,0000301102020C,N,N,1,1
VD-N3-N-291.216-N-Loop,NFB-SR,0,120.493611,23.498333,國道3號,291K+216,0000300129100Q,NW,N,3,3
VD-N1-S-55.790-M-RS,NFB-NR,0,121.247,24.9981,國道1號,55K+790,0000100005550H,SW,S,4,4
VD-N1K-W-3-I-W-1-RS,NFB-SR,0,120.3258253,22.56505427,新生路,3K+000,6206300700180E,NW,NW,1,1
VD-N1-S-265.600-M-Loop,NFB-SR,0,120.38548,23.487232,國道1號,265K+600,0000100026530Q,SW,S,3,3
VD-N2-W-10.380-M-LOOP,NFB-NR,0,121.28052,25.00982,國道2號,10K+380,0000200101000H,NW,W,4,4
VD-N1-N-139-I-WN-1-銅鑼科學園區,NFB-CR,0,120.7855718,24.47649024,國道1號,139K+000,0000101134050K,NW,N,1,1
VD-N1-N-23-I-EN-1-圓山,NFB-NR,0,121.53351,25.0713,國道1號,23K+000,0000101111040A,NE,N,1,1
VD-N3-N-202-I-EN-21-北上入口-台中,NFB-CR,0,120.60272,24.094418,國道3號,202K+000,0000301138170N,W,N,2,2
VD-N3-N-144-I-WN-1-北上入口1,NFB-CR,0,120.7055,24.49670159,國道3號,144K+000,0000301130050K,N,N,2,2
VD-N3-N-100.470-N-LOOP,NFB-NR,0,120.98967,24.75662,國道3號,100K+470,0000300110010J,E,N,3,3
VD-N5-S-21.807-M-LOOP,NFB-PL,0,121.75775,24.894611,國道5號,21K+807,0000500002100F,SE,S,2,2
VD-N3-N-0-O-SE-2-基金,NFB-NR,0,121.71513,25.139843,國道3號,0K+000,0000301101010C,E,N,1,1
VD-N3-S-53.600-M-LOOP,NFB-NR,0,121.33218,24.939392,國道3號,53K+600,0000300005300F,W,S,5,5
VD-N1-N-372-I-EN-22-Loop,NFB-SR,0,120.3337801,22.58954852,國道1號,372K+000,0000101175030E,NE,N,1,1
VD-N1-S-233.600-M-RS,NFB-CR,0,120.4675,23.756483,國道1號,233K+600,0000100023300P,S,S,3,3
VD-N6-W-17-O-EN-1-西向出口-國姓,NFB-CR,0,120.8139561,24.00537421,國道6號,17K+000,0000601104000M,NW,W,1,1
VD-N2-W-8-I-SW-機場系統-1HN2W,NFB-NR,0,121.276,25.0188,國道2號,8K+000,0000201104040H,NE,W,1,1
VD-N3-S-62-O-NW-31-大溪,NFB-NR,0,121.26466,24.893967,國道3號,62K+000,0000301017000H,SW,S,1,1
VD-N4-E-9-O-WS-22-東向出口1,NFB-CR,0,120.6671745,24.27983257,國道4號,9K+000,0000401003000B,SE,E,1,1
VD-T88-W-21-I-SW-22-Loop,NFB-SR,0,120.525524,22.571431,台88線,21K+000,1008801106060T,NW,W,1,1
VD-N1-S-365.930-N-Loop,NFB-SR,0,120.33622,22.647959,國道1號,365K+930,0000100036500E,S,S,4,4
VD-N3-S-379.690-M-Loop,NFB-SR,0,120.4227468,22.81480112,國道3號,379K+690,0000300038000E,S,S,3,3
VD-N1-S-153.250-M-RS,NFB-CR,0,120.74473,24.368214,國道1號,153K+250,0000100015300K,SW,S,3,3
VD-N1H-N-51.766-M-LOOP,NFB-NR,0,121.27744,25.02168,國道1號五股楊梅高架道路,51K+766,00001B0105130H,NE,N,3,3
VD-N1-S-146.530-M-LOOP,NFB-CR,0,120.77577,24.420925,國道1號,146K+530,0000100014600K,S,S,3,3
VD-N1-S-175.010-M-RS,NFB-CR,0,120.650894,24.202581,國道1號,175K+010,0000100017500B,SW,S,4,4
VD-N8-W-9-I-NW-1B-Loop,NFB-SR,0,120.2751191,23.06690075,國道8號,9K+000,0000801104030D,NW,W,1,1
VD-N1-S-49-I-ES-21B-桃園-蘆興南路,NFB-NR,0,121.288055,25.031935,國道1號,49K+000,0000101018130H,SW,S,1,1
VD-N5-N-30-L-頭城-台2庚-1.5-IMAGE,NFB-PL,0,121.797035,24.840004,台2庚線,30K+000,3000270100268G,E,W,2,2
VD-N1-S-321.750-M-RS,NFB-SR,0,120.2499038,23.0222373,國道1號,321K+750,0000100032200D,S,S,3,3
VD-N10-E-22-O-WN-1-Loop,NFB-SR,0,120.451639,22.796694,國道10號,22K+000,0001001006000E,E,E,1,1
VD-N3-S-35.350-M-LOOP,NFB-NR,0,121.49012,24.987381,國道3號,35K+350,0000300003510F,NW,S,3,3
VD-N2A-E-0-I-NE-22-台15,NFB-NR,0,121.20062,25.073376,國道2甲,0K+000,0000211001000H,SE,E,1,1
VD-N3-N-90-O-SE-1-竹林,NFB-NR,0,121.08073,24.765196,國道3號,90K+000,0000301121000J,NE,N,1,1
VD-N1-N-303-I-WN-22-Loop,NFB-SR,0,120.2361439,23.18310299,國道1號,303K+000,0000101160040D,N,N,1,1
VD-N3-N-357.345-N-Loop,NFB-SR,0,120.323875,22.977829,國道3號,357K+345,0000300135700D,NW,N,3,3
VD-N3-S-116.400-M-RS,NFB-CR,0,120.85814,24.696564,國道3號,116K+400,0000300011600K,SW,S,3,3
VD-N3-S-68-I-WS-21-龍潭,NFB-NR,0,121.22244,24.862434,國道3號,68K+000,0000301018050H,S,S,1,1
VD-N3-N-309.479-M-Loop,NFB-SR,0,120.434722,23.366666,國道3號,309K+479,0000300130900D,N,N,3,3
VD-N1-S-298.300-M-Loop,NFB-SR,0,120.24484,23.232822,國道1號,298K+300,0000100029800D,SW,S,3,3
VD-N1-S-56.640-N-LOOP,NFB-NR,0,121.24124,24.99244,國道1號,56K+640,0000100005630H,SW,S,3,3
VD-N5-N-16.196-M-LOOP,NFB-PL,0,121.72092,24.931864,國道5號,16K+196,0000500101600F,NW,N,2,2
VD-N1-S-216.300-M-RS,NFB-CR,0,120.497826,23.908253,國道1號,216K+300,0000100021600N,S,S,3,3
VD-N3-N-60.500-M-LOOP,NFB-NR,0,121.279396,24.906668,國道3號,60K+500,0000300106030H,E,N,4,4
